Policy_ID,Customer_ID,Policy_Type,Premium,Coverage,Start_Date,End_Date,Policy_Status
P000369,C04852,Health,38369.32,1979616,2025-12-24,2026-12-24,Active
P000370,C02026,Vehicle,4836.81,319927,2025-04-25,2026-04-25,Expired
P000371,C02616,Health,36525.23,1776914,2023-12-11,2024-12-11,Active
P000372,C07389,Life,75274.47,6052478,2025-06-14,2026-06-14,Active
P000373,C02927,Life,97580.55,8669093,2025-10-18,2026-10-18,Expired
P000374,C01122,Life,103219.83,9993490,2022-05-06,2023-05-06,Active
P000375,C02911,Health,12677.79,801102,2023-06-30,2024-06-30,Active
P000376,C08147,Life,109816.87,7988844,2024-03-17,2025-03-17,Active
P000377,C07384,Health,14262.83,1256240,2026-02-18,2027-02-18,Active
P000378,C03483,Life,200636.59,9516493,2021-10-03,2022-10-03,Active
P000379,C00796,Life,221883.14,7490791,2026-07-29,2027-07-29,Active
P000380,C01576,Vehicle,6265.75,370841,2026-05-30,2027-05-30,Active
P000381,C06177,Health,42498.81,1720339,2025-06-02,2026-06-02,Active
P000382,C06267,Life,175481.63,6679880,2026-07-30,2027-07-30,Active
P000383,C02459,Life,260478.4,8795078,2021-05-13,2022-05-13,Active
P000384,C03313,Health,8815.97,782806,2024-03-28,2025-03-28,Active
P000385,C01254,Vehicle,8527.08,607696,2024-07-24,2025-07-24,Active
P000386,C06835,Health,33307.3,1161852,2024-05-30,2025-05-30,Active
P000387,C08795,Vehicle,16925.63,869408,2022-11-02,2023-11-02,Active
P000388,C03838,Vehicle,10283.84,600009,2024-07-13,2025-07-13,Active
P000389,C04399,Health,18496.83,1196096,2023-07-21,2024-07-21,Active
P000390,C03596,Health,33293.44,1338906,2024-03-30,2025-03-30,Expired
P000391,C06622,Vehicle,9880.18,495892,2025-07-10,2026-07-10,Active
P000392,C08383,Health,24366.38,1589000,2026-03-25,2027-03-25,Active
P000393,C02125,Life,181340.1,8224389,2023-12-23,2024-12-23,Expired
P000394,C03239,Health,14144.53,1173629,2025-06-05,2026-06-05,Active
P000395,C05404,Health,31648.61,1435153,2026-07-23,2027-07-23,Active
P000396,C05999,Vehicle,12665.45,668623,2022-04-15,2023-04-15,Active
P000397,C05939,Health,53616.92,1789437,2026-01-10,2027-01-10,Active
P000398,C02046,Vehicle,4141.95,360144,2025-07-20,2026-07-20,Active
P000399,C01579,Life,107045.33,3684131,2026-06-19,2027-06-19,Active
P000400,C00015,Health,15176.69,1418915,2024-06-04,2025-06-04,Active
P000401,C02674,Vehicle,11796.34,684123,2022-08-12,2023-08-12,Expired
P000402,C07017,Health,19378.66,821783,2022-05-31,2023-05-31,Expired
P000403,C08721,Life,49183.96,2289923,2024-05-22,2025-05-22,Active
P000404,C08850,Health,29001.94,1862227,2022-09-30,2023-09-30,Expired
P000405,C04813,Life,82348.56,4121368,2025-03-19,2026-03-19,Active
P000406,C01085,Life,137489.19,5391883,2026-05-23,2027-05-23,Active
P000407,C04984,Health,28016.8,1783199,2021-09-09,2022-09-09,Expired
P000408,C07156,Life,38874.97,3057514,2024-05-10,2025-05-10,Active
P000409,C02885,Life,253568.16,8467726,2025-03-06,2026-03-06,Expired
P000410,C00334,Vehicle,14834.18,635112,2025-09-20,2026-09-20,Active
P000411,C07205,Life,163383.24,5871470,2022-10-23,2023-10-23,Expired
P000412,C04368,Vehicle,13059.52,968676,2026-05-17,2027-05-17,Active
P000413,C03080,Health,23812.41,921486,2023-12-30,2024-12-30,Active
P000414,C07204,Vehicle,14301.53,678427,2020-12-28,2021-12-28,Active
P000415,C09910,Health,20869.2,1656887,2025-05-18,2026-05-18,Expired
P000416,C08865,Vehicle,21519.19,717500,2026-05-09,2027-05-09,Active
P000417,C00264,Life,208271.23,7869154,2025-08-22,2026-08-22,Active
P000418,C04338,Health,21210.59,1847081,2021-03-29,2022-03-29,Active
P000419,C08896,Vehicle,11976.35,434568,2020-04-16,2021-04-16,Active
P000420,C08448,Life,102762.17,4052834,2023-01-15,2024-01-15,Active
P000421,C05904,Vehicle,9535.53,358104,2026-03-29,2027-03-29,Active
P000422,C01499,Vehicle,7730.28,469834,2022-03-29,2023-03-29,Active
P000423,C04191,Life,270773.53,9705660,2026-06-16,2027-06-16,Expired
P000424,C07486,Life,70075.64,5604524,2021-11-06,2022-11-06,Active
P000425,C09644,Vehicle,18871.61,826986,2018-10-29,2019-10-29,Active
P000426,C08311,Vehicle,11112.62,479516,2026-04-24,2027-04-24,Active
P000427,C07591,Health,18205.69,1681992,2023-03-10,2024-03-10,Expired
P000428,C00501,Health,46906.45,1845225,2026-05-29,2027-05-29,Active
P000429,C09156,Vehicle,16497.26,899929,2023-04-19,2024-04-19,Active
P000430,C09415,Health,37959.86,1815258,2026-04-10,2027-04-10,Active
P000431,C03096,Health,26447.23,1013546,2025-10-28,2026-10-28,Active
P000432,C04632,Vehicle,8950.66,376517,2025-09-01,2026-09-01,Active
P000433,C00368,Life,123796.05,8792046,2026-06-24,2027-06-24,Active
P000434,C04059,Health,28871.76,1169655,2023-10-16,2024-10-16,Expired
P000435,C08175,Health,19521.04,774236,2025-06-30,2026-06-30,Active
P000436,C04631,Vehicle,10698.46,553480,2025-02-11,2026-02-11,Active
P000437,C06071,Health,7741.82,703028,2023-06-01,2024-06-01,Expired
P000438,C02665,Vehicle,11051.14,738446,2021-02-19,2022-02-19,Expired
P000439,C01027,Life,186200.19,6493461,2023-04-14,2024-04-14,Active
P000440,C05909,Health,16654.36,834165,2024-07-31,2025-07-31,Active
P000441,C05051,Vehicle,12437.77,623528,2022-02-19,2023-02-19,Active
P000442,C06329,Health,42794.45,1458882,2025-04-22,2026-04-22,Active
P000443,C09734,Life,28877.79,1847927,2026-07-15,2027-07-15,Active
P000444,C01692,Health,37083.74,1910377,2025-08-27,2026-08-27,Active
P000445,C00674,Health,17797.36,1403721,2021-01-17,2022-01-17,Active
P000446,C05573,Life,134488.38,7765480,2026-01-25,2027-01-25,Active
P000447,C05767,Life,73586.63,4265774,2022-02-24,2023-02-24,Active
P000448,C05157,Vehicle,19528.22,772230,2024-11-01,2025-11-01,Active
P000449,C00734,Vehicle,11642.62,940725,2025-04-26,2026-04-26,Expired
P000450,C03527,Life,141514.78,6688907,2023-04-18,2024-04-18,Active
P000451,C00569,Vehicle,18804.55,931728,2026-07-16,2027-07-16,Active
P000452,C09188,Health,19111.3,787386,2023-12-23,2024-12-23,Expired
P000453,C02923,Health,17973.44,812351,2026-06-09,2027-06-09,Active
P000454,C07912,Vehicle,15434.99,942848,2025-12-22,2026-12-22,Active
P000455,C01559,Health,24664.34,1127539,2023-01-29,2024-01-29,Active
P000456,C00102,Life,222849.63,9218263,2026-02-16,2027-02-16,Active
P000457,C03008,Health,21155.08,1272502,2025-11-15,2026-11-15,Active
P000458,C07202,Life,159811.47,6161977,2025-09-01,2026-09-01,Active
P000459,C00304,Life,31745.99,1447065,2024-01-18,2025-01-18,Active
P000460,C00077,Life,117682.9,4817541,2026-07-13,2027-07-13,Active
P000461,C06755,Health,44430.56,1819161,2026-04-26,2027-04-26,Active
P000462,C08630,Life,53830.91,5063384,2023-12-10,2024-12-10,Expired
P000463,C01209,Life,24800.43,1317716,2026-06-24,2027-06-24,Active
P000464,C07743,Life,80490.73,4420734,2023-08-19,2024-08-19,Active
P000465,C08215,Vehicle,8809.54,365306,2025-02-25,2026-02-25,Active
P000466,C08945,Life,185113.66,9025733,2026-07-16,2027-07-16,Active
P000467,C08414,Health,27258.51,1618048,2024-04-15,2025-04-15,Active
P000468,C01776,Vehicle,25409.7,974558,2022-07-14,2023-07-14,Active
P000469,C03474,Health,15844.8,1016988,2025-11-04,2026-11-04,Active
P000470,C00484,Vehicle,15560.98,612071,2018-12-17,2019-12-17,Active
P000471,C02190,Life,150402.66,9204110,2026-05-18,2027-05-18,Active
P000472,C00347,Health,16913.55,1073482,2026-05-13,2027-05-13,Active
P000473,C05482,Vehicle,18818.44,713697,2025-09-05,2026-09-05,Expired
P000474,C08362,Vehicle,6554.25,604561,2026-07-13,2027-07-13,Expired
P000475,C01473,Life,194708.21,8421839,2026-04-30,2027-04-30,Active
P000476,C05101,Vehicle,13336.57,864739,2023-09-10,2024-09-10,Active
P000477,C06766,Life,63203.48,2832517,2025-10-24,2026-10-24,Active
P000478,C08707,Vehicle,12435.65,856837,2024-11-19,2025-11-19,Active
P000479,C04930,Health,29038.25,1192675,2022-03-31,2023-03-31,Active
P000480,C06330,Life,31836.59,1086930,2025-07-09,2026-07-09,Expired
P000481,C02610,Vehicle,28258.85,984607,2024-06-19,2025-06-19,Expired
P000482,C00004,Life,109171.7,4346315,2026-02-28,2027-02-28,Active
P000483,C02214,Vehicle,10194.48,362036,2025-01-05,2026-01-05,Active
P000484,C04828,Life,247201.32,9978365,2024-02-16,2025-02-16,Expired
P000485,C00857,Vehicle,8877.2,483568,2024-02-14,2025-02-14,Expired
P000486,C06978,Vehicle,10124.03,338105,2024-03-23,2025-03-23,Active
P000487,C05886,Life,161256.52,5856449,2022-11-12,2023-11-12,Active
P000488,C00625,Life,79999.36,2800206,2022-02-24,2023-02-24,Active
P000489,C00291,Life,194739.35,9796605,2026-04-12,2027-04-12,Expired
P000490,C02019,Vehicle,12222.5,790755,2026-08-05,2027-08-05,Expired
P000491,C00669,Life,199785.73,8699307,2026-02-27,2027-02-27,Active
P000492,C08922,Vehicle,16870.0,653487,2020-08-22,2021-08-22,Active
P000493,C08265,Health,19287.04,868039,2026-03-13,2027-03-13,Active
P000494,C09697,Life,166011.97,8175669,2023-09-04,2024-09-04,Active
P000495,C01632,Life,121501.56,4100114,2025-08-16,2026-08-16,Active
P000496,C05171,Health,7825.79,514323,2022-08-10,2023-08-10,Active
P000497,C07206,Life,104737.24,6530194,2024-04-29,2025-04-29,Active
P000498,C02523,Life,167757.73,7032283,2020-03-22,2021-03-22,Active
P000499,C02216,Vehicle,8203.04,621709,2026-06-26,2027-06-26,Active
P000500,C06969,Vehicle,14904.44,626084,2026-05-07,2027-05-07,Active
P000501,C06497,Health,28329.21,1270795,2026-03-30,2027-03-30,Active
P000502,C06214,Life,68185.99,3570027,2026-06-24,2027-06-24,Expired
P000503,C07033,Health,41383.4,1972076,2025-09-11,2026-09-11,Active
P000504,C07421,Life,117714.8,4664338,2023-08-06,2024-08-06,Active
P000505,C01108,Life,48681.93,2373555,2026-04-24,2027-04-24,Active
P000506,C00451,Health,20608.75,1683147,2024-01-11,2025-01-11,Expired
P000507,C06290,Vehicle,10983.95,511976,2022-04-29,2023-04-29,Active
P000508,C09967,Life,183279.95,9729882,2019-12-23,2020-12-23,Active
P000509,C00136,Health,18025.45,1525146,2022-10-28,2023-10-28,Active
P000510,C01786,Health,18337.96,1450916,2025-08-24,2026-08-24,Active
P000511,C03405,Life,205408.39,8757420,2023-06-16,2024-06-16,Active
P000512,C02907,Health,27214.64,1033635,2025-07-04,2026-07-04,Active
P000513,C08305,Life,32511.12,1759836,2025-06-28,2026-06-28,Active
P000514,C07493,Life,57696.65,2010921,2022-08-04,2023-08-04,Active
P000515,C06101,Vehicle,5246.37,333276,2022-07-11,2023-07-11,Active
P000516,C04505,Health,54561.59,1845375,2025-07-10,2026-07-10,Active
P000517,C05054,Life,140704.92,7416943,2023-10-18,2024-10-18,Expired
P000518,C05206,Vehicle,9086.87,384148,2024-02-23,2025-02-23,Active
P000519,C04081,Vehicle,26805.26,985280,2025-12-06,2026-12-06,Active
P000520,C06919,Health,27249.99,1324303,2025-02-24,2026-02-24,Active
P000521,C06803,Life,26587.59,1058272,2025-11-17,2026-11-17,Expired
P000522,C05207,Vehicle,16096.31,870892,2024-05-19,2025-05-19,Active
P000523,C00533,Life,147705.8,8728009,2024-06-28,2025-06-28,Active
P000524,C04831,Vehicle,4452.81,418326,2026-01-26,2027-01-26,Active
P000525,C04039,Vehicle,4687.01,316405,2023-08-19,2024-08-19,Active
P000526,C04085,Life,186404.71,8490038,2025-01-23,2026-01-23,Active
P000527,C03205,Vehicle,6250.62,346385,2019-11-12,2020-11-12,Active
P000528,C07111,Health,7916.83,618371,2026-02-26,2027-02-26,Expired
P000529,C00331,Life,136846.11,6350316,2025-02-14,2026-02-14,Active
P000530,C04958,Health,15984.34,996823,2022-03-11,2023-03-11,Active
P000531,C03034,Life,86029.62,4708481,2024-10-16,2025-10-16,Active
P000532,C07685,Health,48036.53,1740815,2026-04-05,2027-04-05,Expired
P000533,C01598,Life,172467.63,8167236,2025-11-25,2026-11-25,Active
P000534,C09920,Vehicle,22830.99,974565,2026-05-11,2027-05-11,Active
P000535,C03598,Life,145044.78,7984768,2022-06-26,2023-06-26,Active
P000536,C09039,Health,31700.05,1628117,2024-10-15,2025-10-15,Expired
P000537,C08002,Life,89362.62,3421820,2019-07-08,2020-07-08,Expired
P000538,C00591,Life,168908.79,7987842,2025-05-13,2026-05-13,Active
P000539,C00648,Health,15383.58,926428,2026-06-12,2027-06-12,Active
P000540,C09103,Life,85618.71,7225647,2025-04-29,2026-04-29,Active
P000541,C08016,Vehicle,10201.5,581502,2024-04-28,2025-04-28,Active
P000542,C03772,Vehicle,5179.38,376319,2025-11-24,2026-11-24,Active
P000543,C09040,Health,23976.95,1671994,2026-06-25,2027-06-25,Active
P000544,C05083,Health,33098.56,1135831,2026-06-03,2027-06-03,Active
P000545,C07883,Health,18604.16,746029,2026-03-13,2027-03-13,Active
P000546,C09363,Health,43266.79,1958834,2025-12-17,2026-12-17,Active
P000547,C04211,Health,27241.37,1657794,2026-02-23,2027-02-23,Active
P000548,C08835,Life,113621.73,7027375,2026-03-09,2027-03-09,Active
P000549,C08700,Health,17686.25,1477281,2022-11-13,2023-11-13,Expired
P000550,C01796,Life,180259.87,6372622,2026-07-02,2027-07-02,Active
P000551,C02587,Life,116984.64,4712363,2025-03-09,2026-03-09,Active
P000552,C08356,Health,37226.18,1724803,2026-03-16,2027-03-16,Active
P000553,C02317,Life,95402.06,6534221,2024-03-03,2025-03-03,Active
P000554,C04186,Health,38212.47,1654781,2024-02-11,2025-02-11,Active
P000555,C08828,Life,269770.09,9197701,2023-12-18,2024-12-18,Active
P000556,C07073,Health,21026.43,852811,2024-08-17,2025-08-17,Active
P000557,C05235,Life,125763.39,9192588,2026-08-03,2027-08-03,Expired
P000558,C08744,Health,12761.83,623170,2026-07-31,2027-07-31,Expired
P000559,C08671,Life,45868.59,1813936,2020-11-18,2021-11-18,Active
P000560,C04769,Health,11192.96,985351,2025-12-31,2026-12-31,Active
P000561,C09973,Health,25433.21,1456321,2024-05-02,2025-05-02,Active
P000562,C07145,Health,50659.4,1792934,2025-05-27,2026-05-27,Active
P000563,C02914,Life,208836.28,9929043,2024-11-10,2025-11-10,Active
P000564,C09872,Life,116197.05,5609384,2023-01-22,2024-01-22,Active
P000565,C09894,Vehicle,19631.39,751488,2025-12-01,2026-12-01,Expired
P000566,C02076,Life,53593.34,2615878,2025-10-24,2026-10-24,Active
P000567,C04303,Health,27076.56,1029359,2025-03-22,2026-03-22,Active
P000568,C05823,Life,211854.02,7258766,2025-09-16,2026-09-16,Active
P000569,C02150,Life,76625.65,4789255,2024-10-13,2025-10-13,Expired
P000570,C00145,Life,18179.83,1531577,2025-07-03,2026-07-03,Active
P000571,C04964,Health,14042.95,617681,2025-06-13,2026-06-13,Active
P000572,C08160,Health,32285.79,1409974,2026-04-01,2027-04-01,Active
P000573,C09031,Vehicle,11158.16,399994,2025-11-21,2026-11-21,Expired
P000574,C04776,Vehicle,17448.11,894316,2023-02-21,2024-02-21,Active
P000575,C08934,Health,30448.57,1087984,2025-08-13,2026-08-13,Active
P000576,C07750,Life,64727.23,6276177,2024-04-10,2025-04-10,Active
P000577,C09829,Life,219540.86,7682298,2025-12-19,2026-12-19,Active
P000578,C09215,Health,45069.73,1688447,2026-03-18,2027-03-18,Active
P000579,C06061,Vehicle,11451.87,647843,2024-03-27,2025-03-27,Active
P000580,C09476,Vehicle,7650.8,382237,2025-07-12,2026-07-12,Expired
P000581,C06410,Vehicle,11103.99,758320,2025-07-09,2026-07-09,Active
P000582,C03318,Life,224908.54,7655572,2026-03-03,2027-03-03,Active
P000583,C07465,Vehicle,15303.56,772436,2026-07-26,2027-07-26,Active
P000584,C03062,Health,19278.15,1405650,2025-08-01,2026-08-01,Active
P000585,C01356,Health,28591.2,1797331,2022-08-23,2023-08-23,Active
P000586,C04515,Life,71909.67,5495824,2025-12-21,2026-12-21,Active
P000587,C05506,Life,123102.35,7536772,2025-08-17,2026-08-17,Active
P000588,C05251,Vehicle,11775.96,623241,2026-02-22,2027-02-22,Active
P000589,C04512,Vehicle,5382.79,391537,2026-06-01,2027-06-01,Active
P000590,C01731,Life,94666.86,7845845,2022-11-01,2023-11-01,Active
P000591,C01759,Health,38471.96,1751841,2025-05-29,2026-05-29,Active
P000592,C06651,Life,107763.54,5896386,2021-12-08,2022-12-08,Active
P000593,C06647,Vehicle,24920.4,886716,2019-09-27,2020-09-27,Expired
P000594,C09861,Life,91153.86,3845129,2024-04-19,2025-04-19,Active
P000595,C04140,Health,21111.61,1062889,2025-10-13,2026-10-13,Active
P000596,C09394,Life,128998.82,8064924,2026-05-21,2027-05-21,Active
P000597,C05124,Health,24836.42,1017136,2024-04-27,2025-04-27,Active
P000598,C00001,Life,105390.35,8681643,2025-11-11,2026-11-11,Active
P000599,C01865,Health,32110.42,1196709,2024-10-28,2025-10-28,Active
P000600,C00544,Health,23760.17,1423214,2025-12-08,2026-12-08,Expired
P000601,C00350,Vehicle,11746.24,923266,2024-04-27,2025-04-27,Active
P000602,C06907,Health,18037.59,921216,2023-11-28,2024-11-28,Active
P000603,C09766,Health,18508.49,1169280,2025-07-11,2026-07-11,Active
P000604,C02524,Health,43784.71,1707706,2025-10-22,2026-10-22,Active
P000605,C03465,Life,131350.14,7592357,2025-08-24,2026-08-24,Expired
P000606,C00458,Life,94978.43,4018677,2022-03-14,2023-03-14,Active
P000607,C03024,Vehicle,22627.15,784045,2020-10-05,2021-10-05,Active
P000608,C07262,Vehicle,9826.77,372518,2026-07-31,2027-07-31,Active
P000609,C09516,Vehicle,10528.01,823557,2026-07-15,2027-07-15,Active
P000610,C07873,Life,87159.04,3586094,2022-06-20,2023-06-20,Active
P000611,C06626,Life,195674.57,9040224,2021-09-01,2022-09-01,Active
P000612,C02535,Vehicle,15417.14,738620,2024-10-11,2025-10-11,Active
P000613,C00132,Health,35570.43,1625973,2025-11-09,2026-11-09,Expired
P000614,C03705,Life,119571.54,5164624,2023-07-20,2024-07-20,Active
P000615,C01373,Life,37067.58,1743175,2025-12-12,2026-12-12,Active
P000616,C06201,Life,192397.87,6563269,2025-10-21,2026-10-21,Active
P000617,C04857,Life,77122.84,5340909,2024-12-22,2025-12-22,Active
P000618,C04713,Life,89060.13,4708297,2020-12-03,2021-12-03,Active
P000619,C05545,Vehicle,21836.93,917181,2025-04-29,2026-04-29,Active
P000620,C01414,Vehicle,9748.02,806222,2021-08-04,2022-08-04,Active
P000621,C04114,Health,19794.43,743415,2025-07-02,2026-07-02,Active
P000622,C00656,Health,23299.84,1219462,2023-04-08,2024-04-08,Active
P000623,C08138,Vehicle,9553.51,799292,2021-02-03,2022-02-03,Active
P000624,C04099,Life,34043.2,2126998,2024-09-08,2025-09-08,Expired
P000625,C00593,Life,155111.22,6755892,2025-08-08,2026-08-08,Active
P000626,C08709,Health,20554.0,1011522,2025-03-09,2026-03-09,Active
P000627,C03124,Life,237825.4,8153291,2025-07-28,2026-07-28,Active
P000628,C03048,Life,56209.42,4094587,2024-01-10,2025-01-10,Active
P000629,C03888,Health,49456.1,1787875,2025-12-08,2026-12-08,Active
P000630,C05736,Life,25893.6,1074659,2025-09-03,2026-09-03,Active
P000631,C02185,Health,13600.55,631205,2026-03-07,2027-03-07,Active
P000632,C02146,Life,117900.89,7136988,2024-09-17,2025-09-17,Active
P000633,C07048,Health,31376.59,1526522,2026-07-25,2027-07-25,Active
P000634,C03106,Vehicle,16797.73,941003,2024-07-21,2025-07-21,Active
P000635,C09234,Health,32631.53,1460203,2022-08-28,2023-08-28,Expired
P000636,C09097,Health,31885.94,1123787,2025-02-11,2026-02-11,Active
P000637,C02770,Vehicle,7765.27,628399,2024-01-02,2025-01-02,Active
P000638,C05222,Life,68161.98,3371602,2024-12-24,2025-12-24,Active
P000639,C05834,Health,24085.74,1304698,2026-04-21,2027-04-21,Active
P000640,C01733,Health,53027.51,1853208,2026-06-05,2027-06-05,Active
P000641,C00266,Life,74861.46,5845843,2026-02-01,2027-02-01,Active
P000642,C05145,Life,51874.74,1899447,2025-05-24,2026-05-24,Expired
P000643,C08268,Life,112417.08,4273712,2024-02-02,2025-02-02,Expired
P000644,C03938,Life,169175.65,9304216,2026-03-27,2027-03-27,Active
P000645,C00762,Health,28293.1,1430824,2024-11-02,2025-11-02,Active
P000646,C07221,Health,15247.46,962483,2026-07-21,2027-07-21,Active
P000647,C08440,Health,21843.25,852759,2023-05-24,2024-05-24,Active
P000648,C03258,Health,32305.26,1538747,2026-03-19,2027-03-19,Active
P000649,C04339,Health,43376.58,1638976,2026-05-23,2027-05-23,Active
P000650,C04363,Health,14799.08,587263,2026-01-04,2027-01-04,Active
P000651,C00317,Health,16766.62,1391614,2021-09-19,2022-09-19,Expired
P000652,C08070,Health,30915.07,1124340,2026-05-03,2027-05-03,Active
P000653,C01852,Life,46189.69,2459332,2024-07-07,2025-07-07,Expired
P000654,C02485,Life,70637.07,4975295,2025-08-12,2026-08-12,Active
P000655,C09874,Life,109000.56,8183451,2021-01-20,2022-01-20,Active
P000656,C09575,Vehicle,13498.12,516995,2025-10-03,2026-10-03,Active
P000657,C01079,Life,63007.9,3824903,2024-09-27,2025-09-27,Active
P000658,C08359,Vehicle,16857.37,580329,2026-03-21,2027-03-21,Active
