Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,EMI,Remaining_Balance,Loan_Status,Start_Date,End_Date
L000299,C07186,Home,2458882,10.4,33041.39,2129242.57,Active,2026-06-14,2036-06-14
L000300,C06760,Personal,1353087,17.12,19970.66,1210032.98,Active,2025-06-04,2045-06-04
L000301,C08854,Home,1780881,10.15,19301.19,0.0,Closed,2026-04-15,2041-04-15
L000302,C06658,Personal,940080,10.88,12885.83,656155.92,Active,2024-02-23,2034-02-23
L000303,C04407,Home,2444461,9.79,25955.15,0.0,Closed,2023-09-15,2038-09-15
L000304,C09466,Auto,798329,9.01,16575.87,274283.44,Active,2023-02-17,2028-02-17
L000305,C07192,Home,1883366,9.76,24639.19,1165858.25,Active,2026-04-27,2036-04-27
L000306,C05212,Personal,181608,11.53,2124.99,0.0,Closed,2025-02-28,2040-02-28
L000307,C09684,Personal,412351,15.05,6665.29,194156.42,Active,2026-04-21,2036-04-21
L000308,C05369,Education,2785790,10.22,30312.29,1517919.89,Active,2025-11-10,2040-11-10
L000309,C02299,Personal,1127282,15.82,16415.14,1001425.62,Active,2023-11-29,2038-11-29
L000310,C03027,Home,1557464,10.44,17158.3,0.0,Closed,2022-03-03,2037-03-03
L000311,C00028,Home,1611766,9.29,16626.82,0.0,Closed,2026-02-28,2041-02-28
L000312,C08076,Home,2313864,9.24,29612.44,1137342.15,Active,2019-05-06,2029-05-06
L000313,C00376,Home,4138323,9.66,39008.01,1752543.26,Active,2026-02-16,2046-02-16
L000314,C07925,Home,3343740,8.07,28114.23,2654923.27,Active,2023-04-22,2043-04-22
L000315,C02305,Auto,2021247,10.51,20193.3,0.0,Closed,2026-06-24,2046-06-24
L000316,C07051,Home,1502040,9.62,19534.85,302381.67,Active,2026-01-01,2036-01-01
L000317,C01270,Personal,890258,12.85,13213.86,468997.76,Active,2025-11-04,2035-11-04
L000318,C02185,Personal,1449116,16.53,21821.05,1109175.24,Active,2024-07-06,2039-07-06
L000319,C01283,Home,3840785,8.4,37596.93,0.0,Closed,2025-09-13,2040-09-13
L000320,C07522,Home,2223769,9.61,23368.98,1128915.65,Active,2026-06-20,2041-06-20
L000321,C01723,Auto,1446964,9.65,13629.65,0.0,Closed,2024-02-23,2044-02-23
L000322,C06240,Home,4395199,10.36,58962.6,3070744.29,Active,2025-11-18,2035-11-18
L000323,C01574,Personal,826376,17.43,12970.64,619954.91,Active,2026-02-17,2041-02-17
L000324,C07966,Auto,1437213,12.23,17462.21,674090.37,Active,2022-04-07,2037-04-07
L000325,C03136,Auto,1316942,8.7,16469.4,1136858.38,Active,2020-09-03,2030-09-03
L000326,C07424,Personal,1090702,11.25,15179.18,561442.35,Active,2026-07-30,2036-07-30
L000327,C01456,Auto,2006693,11.11,20863.29,1525850.86,Active,2026-07-26,2046-07-26
L000328,C05442,Auto,973537,9.64,20512.76,0.0,Closed,2025-08-25,2030-08-25
L000329,C03887,Education,2608089,8.7,53760.69,0.0,Closed,2023-02-02,2028-02-02
L000330,C08065,Home,1868655,10.3,39979.79,0.0,Closed,2026-06-09,2031-06-09
L000331,C03107,Personal,1138895,11.9,13595.47,0.0,Closed,2023-10-31,2038-10-31
L000332,C03944,Personal,1291102,15.02,18087.79,268071.99,Active,2022-02-02,2037-02-02
L000333,C02052,Personal,1135809,17.17,19862.61,0.0,Closed,2021-03-06,2031-03-06
L000334,C02860,Personal,504354,16.57,7608.85,291899.86,Active,2026-04-15,2041-04-15
L000335,C00863,Education,980975,8.04,9397.37,0.0,Closed,2026-02-07,2041-02-07
L000336,C04816,Personal,505088,11.82,5498.2,0.0,Closed,2023-06-27,2043-06-27
L000337,C03169,Personal,281902,13.51,6487.97,225964.66,Active,2026-05-03,2031-05-03
L000338,C05593,Education,720192,8.02,6032.94,268178.14,Active,2026-03-11,2046-03-11
L000339,C01649,Home,2766452,9.25,57763.24,1793528.28,Active,2022-07-15,2027-07-15
L000340,C08844,Personal,347935,13.99,5400.17,190750.38,Active,2019-09-04,2029-09-04
L000341,C07313,Auto,1604336,11.26,18497.62,1195880.93,Active,2024-11-09,2039-11-09
L000342,C07765,Auto,1302820,9.11,13299.46,671650.41,Active,2025-09-01,2040-09-01
L000343,C08165,Personal,1227256,16.51,20949.89,0.0,Closed,2021-07-30,2031-07-30
L000344,C02926,Personal,1349513,17.05,33575.17,715618.15,Active,2020-05-24,2025-05-24
L000345,C07836,Education,2566295,8.34,31599.2,2040469.71,Active,2022-05-23,2032-05-23
L000346,C07304,Home,5864941,8.83,73756.07,3271583.87,Active,2025-05-28,2035-05-28
L000347,C02665,Home,2434244,9.93,23378.2,1482948.26,Active,2023-12-07,2043-12-07
L000348,C05150,Auto,2239355,11.19,25720.25,1394750.69,Active,2024-09-11,2039-09-11
L000349,C01977,Auto,1213944,10.81,26279.2,497389.99,Active,2025-01-28,2030-01-28
L000350,C04078,Auto,363182,12.24,8122.9,0.0,Closed,2021-03-20,2026-03-20
L000351,C09320,Personal,702072,13.57,10720.04,0.0,Closed,2026-01-13,2036-01-13
L000352,C01531,Home,2177255,10.39,23919.09,0.0,Closed,2022-05-24,2037-05-24
L000353,C01250,Personal,891667,13.32,13482.37,585433.85,Active,2026-02-05,2036-02-05
L000354,C02782,Personal,1226712,13.45,18643.16,912817.07,Active,2022-02-15,2032-02-15
L000355,C07858,Home,1523839,10.44,15152.34,790702.17,Active,2024-08-30,2044-08-30
L000356,C02846,Personal,581640,12.36,7115.93,446736.56,Active,2026-06-22,2041-06-22
L000357,C04962,Auto,773304,8.63,6774.67,189176.02,Active,2026-08-03,2046-08-03
L000358,C07260,Home,1752356,8.12,35632.18,1029493.82,Active,2026-04-15,2031-04-15
L000359,C00158,Personal,202081,12.34,4529.98,148724.04,Active,2026-07-29,2031-07-29
L000360,C06910,Education,436743,8.42,4280.33,112907.71,Active,2024-05-17,2039-05-17
L000361,C06490,Personal,1311052,14.98,18331.36,375772.64,Active,2024-07-20,2039-07-20
L000362,C04761,Auto,2486285,9.38,25782.67,1268744.57,Active,2026-01-21,2041-01-21
L000363,C01451,Auto,1841851,12.15,20473.31,1597218.44,Active,2025-06-24,2045-06-24
L000364,C02789,Home,7894713,9.86,84162.1,4849079.38,Active,2026-05-04,2041-05-04
L000365,C01749,Personal,485622,16.16,6814.61,360457.21,Active,2025-01-27,2045-01-27
L000366,C07840,Home,1651363,9.92,35021.62,367510.29,Active,2022-05-25,2027-05-25
L000367,C03659,Personal,381212,13.41,4926.55,170518.38,Active,2026-02-02,2041-02-02
L000368,C08981,Auto,1856411,8.87,23385.82,1180644.76,Active,2024-12-12,2034-12-12
L000369,C06284,Personal,182937,17.05,3185.2,0.0,Closed,2022-03-15,2032-03-15
L000370,C03149,Personal,1271994,12.13,18345.14,0.0,Closed,2026-07-31,2036-07-31
L000371,C06577,Personal,132157,12.09,1902.95,0.0,Closed,2024-04-21,2034-04-21
L000372,C00574,Personal,1104369,17.36,19446.33,808915.32,Active,2023-06-03,2033-06-03
L000373,C05140,Education,1387236,9.14,14186.04,899274.03,Active,2025-01-04,2040-01-04
L000374,C00769,Home,1988640,7.8,16387.11,0.0,Closed,2021-10-10,2041-10-10
L000375,C02728,Home,1925989,8.61,16848.51,568437.57,Active,2018-11-03,2038-11-03
L000376,C05251,Personal,134015,12.46,1518.82,102208.65,Active,2026-06-16,2046-06-16
L000377,C09267,Personal,1294935,16.75,18748.32,310233.82,Active,2026-03-27,2046-03-27
L000378,C03614,Home,1900220,9.96,18287.2,735498.08,Active,2025-08-06,2045-08-06
L000379,C05360,Home,2674057,9.66,25205.77,741903.29,Active,2025-10-08,2045-10-08
L000380,C08670,Auto,546340,10.6,11770.06,0.0,Closed,2023-05-08,2028-05-08
L000381,C08280,Personal,113387,13.59,1732.68,90060.94,Active,2025-12-09,2035-12-09
L000382,C03208,Personal,1056321,13.3,12602.04,939056.44,Active,2023-09-18,2043-09-18
L000383,C09626,Personal,962639,10.59,10694.77,673190.8,Active,2026-02-24,2041-02-24
L000384,C03401,Auto,2105954,11.72,29874.43,1753375.76,Active,2024-02-09,2034-02-09
L000385,C04355,Education,1005021,9.86,10714.09,0.0,Closed,2022-07-14,2037-07-14
L000386,C07989,Home,3164704,7.74,25961.07,2309456.9,Active,2024-07-17,2044-07-17
L000387,C06165,Auto,1558184,11.24,34065.49,466281.25,Active,2023-04-19,2028-04-19
L000388,C00591,Personal,296084,13.54,3583.37,254845.29,Active,2024-12-31,2044-12-31
L000389,C00044,Personal,459417,11.12,4779.63,306941.35,Active,2025-12-17,2045-12-17
L000390,C03974,Home,1699988,10.18,36270.47,457481.95,Active,2023-10-31,2028-10-31
L000391,C05267,Personal,1288632,14.07,30031.0,0.0,Closed,2024-05-30,2029-05-30
L000392,C00918,Personal,687984,17.24,17187.08,209629.19,Active,2025-04-26,2030-04-26
L000393,C08087,Home,3237768,9.26,29674.63,0.0,Closed,2024-11-25,2044-11-25
L000394,C03138,Personal,1282706,12.3,14392.89,669067.53,Active,2025-07-17,2045-07-17
L000395,C05731,Home,3051358,7.92,61753.78,665115.7,Active,2026-01-05,2031-01-05
L000396,C09576,Home,5166562,8.2,105254.47,1868725.03,Active,2026-02-19,2031-02-19
L000397,C01615,Home,2331946,10.41,25647.35,1652582.69,Active,2026-01-26,2041-01-26
L000398,C05820,Auto,2357740,9.41,21838.85,1000185.37,Active,2026-02-15,2046-02-15
L000399,C01460,Personal,279713,16.29,4164.84,0.0,Closed,2026-08-05,2041-08-05
L000400,C07967,Personal,272046,12.51,3092.74,124126.26,Active,2024-07-06,2044-07-06
L000401,C07409,Personal,764122,13.21,17468.38,522822.04,Active,2024-05-19,2029-05-19
L000402,C09343,Home,2065741,7.81,41698.19,1210130.55,Active,2026-07-26,2031-07-26
L000403,C04056,Personal,955730,11.27,20908.81,797895.99,Active,2025-10-13,2030-10-13
L000404,C03331,Personal,780379,16.98,19386.04,490499.66,Active,2026-02-17,2031-02-17
L000405,C00118,Home,3846866,10.22,51306.42,3005525.45,Active,2023-11-13,2033-11-13
L000406,C04739,Home,2082337,8.31,20274.34,1781882.83,Active,2019-07-29,2034-07-29
L000407,C07043,Home,3266231,8.4,66854.42,780774.21,Active,2020-02-10,2025-02-10
L000408,C07870,Personal,1139773,14.95,18353.64,917696.59,Active,2023-06-24,2033-06-24
L000409,C04841,Home,4819304,8.5,41823.04,0.0,Closed,2026-06-06,2046-06-06
L000410,C09297,Education,1603985,9.29,20571.2,766307.22,Active,2023-12-08,2033-12-08
L000411,C06640,Personal,1104556,12.86,12830.7,0.0,Closed,2026-02-12,2046-02-12
L000412,C05119,Home,1591089,9.4,20501.29,1119792.36,Active,2025-10-25,2035-10-25
L000413,C09963,Personal,865493,11.35,12094.28,448376.99,Active,2025-09-10,2035-09-10
L000414,C08693,Personal,1253641,10.7,12684.97,0.0,Closed,2025-02-23,2045-02-23
L000415,C08388,Home,1652741,9.99,35107.73,0.0,Closed,2024-12-26,2029-12-26
L000416,C04718,Home,1929016,9.52,24982.12,1409310.51,Active,2023-12-05,2033-12-05
L000417,C06607,Personal,987363,16.42,24231.65,475362.26,Active,2023-11-30,2028-11-30
L000418,C03598,Personal,1220649,14.3,15445.71,422949.21,Active,2023-07-17,2043-07-17
L000419,C07366,Home,1856440,7.83,22357.33,1209459.2,Active,2023-08-29,2033-08-29
L000420,C09693,Auto,392896,10.75,3988.79,0.0,Closed,2021-06-01,2041-06-01
L000421,C08492,Personal,1002730,11.29,21947.08,544007.73,Active,2020-01-13,2025-01-13
L000422,C01306,Personal,1317435,15.66,21790.43,824985.81,Active,2025-11-24,2035-11-24
L000423,C04199,Home,6437450,9.57,83545.95,5683020.4,Active,2025-11-21,2035-11-21
L000424,C03003,Personal,972363,17.4,24375.35,234851.62,Active,2023-11-06,2028-11-06
L000425,C01781,Home,1500000,8.53,18621.93,984284.69,Active,2020-07-25,2030-07-25
L000426,C00305,Home,1974425,8.46,19396.68,794616.64,Active,2022-06-22,2037-06-22
L000427,C07642,Home,7255892,9.44,93651.28,0.0,Closed,2025-05-08,2035-05-08
L000428,C00399,Personal,1182117,11.81,16830.36,711092.35,Active,2026-07-18,2036-07-18
L000429,C04989,Personal,949446,15.22,15446.05,567299.57,Active,2025-10-10,2035-10-10
L000430,C01733,Personal,1387875,17.12,20484.1,871328.68,Active,2024-07-08,2044-07-08
L000431,C03600,Home,3226245,8.34,65942.85,1098047.16,Active,2022-06-03,2027-06-03
L000432,C09587,Personal,867123,12.94,10121.96,373304.26,Active,2020-07-28,2040-07-28
L000433,C03224,Personal,1440307,12.85,16720.61,704449.4,Active,2026-01-23,2046-01-23
L000434,C04561,Home,3273179,8.87,41233.31,0.0,Closed,2026-04-21,2036-04-21
L000435,C07496,Home,3995148,10.26,85397.09,2719776.82,Active,2025-06-14,2030-06-14
L000436,C09821,Home,1745259,8.05,21220.95,1059778.21,Active,2026-01-19,2036-01-19
L000437,C06977,Home,4718792,8.77,41760.71,1956396.78,Active,2026-07-16,2046-07-16
L000438,C07015,Personal,463299,14.66,5984.61,356291.29,Active,2024-01-09,2044-01-09
L000439,C05524,Auto,524861,11.96,11664.64,400684.17,Active,2022-12-14,2027-12-14
L000440,C08086,Home,2088861,9.02,18820.9,1160971.99,Active,2024-06-24,2044-06-24
L000441,C04886,Personal,1030824,14.17,24076.42,353452.41,Active,2026-07-02,2031-07-02
L000442,C03497,Home,1534283,8.32,14947.25,889692.4,Active,2026-05-03,2041-05-03
L000443,C00567,Home,9809978,9.15,204353.91,6989391.18,Active,2023-01-14,2028-01-14
L000444,C03916,Auto,1838729,10.67,39676.48,0.0,Closed,2026-02-25,2031-02-25
L000445,C03581,Home,1958315,10.47,42062.73,866416.93,Active,2026-06-24,2031-06-24
L000446,C03292,Personal,167592,13.87,2217.27,0.0,Closed,2025-08-10,2040-08-10
L000447,C09483,Education,2014645,10.98,27728.93,772960.69,Active,2025-10-31,2035-10-31
L000448,C06632,Personal,1379811,15.25,22472.89,483769.3,Active,2025-06-30,2035-06-30
L000449,C01308,Auto,548964,10.78,6163.88,429364.42,Active,2019-11-04,2034-11-04
L000450,C05492,Auto,1527398,9.66,16097.26,0.0,Closed,2019-03-05,2034-03-05
L000451,C09237,Personal,299701,11.52,3200.23,0.0,Closed,2024-11-07,2044-11-07
L000452,C00188,Auto,832207,11.31,11610.17,334566.86,Active,2025-04-08,2035-04-08
L000453,C08191,Auto,1947106,10.46,21475.03,1241045.2,Active,2025-11-01,2040-11-01
L000454,C04920,Education,590467,9.21,6062.9,168801.44,Active,2025-03-22,2040-03-22
L000455,C03676,Auto,1323503,9.81,27996.96,0.0,Closed,2021-04-27,2026-04-27
L000456,C02446,Auto,690664,11.42,7327.41,284482.92,Active,2024-08-19,2044-08-19
L000457,C09956,Home,2620769,8.69,23059.78,0.0,Closed,2021-08-27,2041-08-27
L000458,C05990,Personal,777097,16.71,11800.2,628348.22,Active,2022-05-12,2037-05-12
L000459,C04900,Auto,1953192,9.87,41374.73,901738.62,Active,2025-06-10,2030-06-10
L000460,C01122,Auto,368288,9.0,4665.32,331284.94,Active,2026-06-28,2036-06-28
L000461,C01009,Home,1500000,10.49,20231.85,0.0,Closed,2024-07-29,2034-07-29
L000462,C06186,Education,1349320,8.28,13113.86,863172.64,Active,2025-04-14,2040-04-14
L000463,C04727,Auto,647131,8.71,6452.46,240304.0,Active,2026-05-19,2041-05-19
L000464,C01978,Personal,291258,15.78,7048.83,246242.01,Active,2024-01-29,2029-01-29
L000465,C03036,Personal,1189353,15.6,28670.59,784376.04,Active,2023-09-07,2028-09-07
L000466,C02249,Personal,985656,15.71,13499.0,622787.78,Active,2026-08-02,2046-08-02
L000467,C04967,Personal,314805,11.27,3631.62,0.0,Closed,2024-07-02,2039-07-02
L000468,C01249,Home,1779227,9.42,22944.9,899748.24,Active,2023-09-06,2033-09-06
L000469,C05522,Personal,444177,13.8,6843.26,352693.46,Active,2019-05-15,2029-05-15
L000470,C02346,Personal,1027746,16.95,25514.51,0.0,Closed,2023-07-25,2028-07-25
L000471,C02035,Personal,358279,14.92,4696.62,214762.42,Active,2025-11-22,2045-11-22
L000472,C06589,Personal,619645,12.58,13965.96,296996.26,Active,2021-10-11,2026-10-11
L000473,C07622,Personal,697522,16.34,17088.65,0.0,Closed,2025-07-18,2030-07-18
L000474,C01027,Personal,732604,12.04,10527.69,507782.9,Active,2024-02-16,2034-02-16
L000475,C05151,Home,2503869,8.98,51951.9,1135109.9,Active,2026-04-14,2031-04-14
L000476,C02990,Home,1525306,10.46,16822.91,453672.06,Active,2026-01-07,2041-01-07
L000477,C06220,Personal,866325,14.6,13765.4,0.0,Closed,2026-04-27,2036-04-27
L000478,C03464,Home,1653074,7.55,33163.5,1238119.27,Active,2025-08-12,2030-08-12
L000479,C03707,Auto,1969228,10.53,19700.08,1217782.04,Active,2023-10-01,2043-10-01
L000480,C03671,Personal,1227545,15.12,17281.57,1036888.73,Active,2026-02-06,2041-02-06
L000481,C05712,Auto,951698,10.65,9597.65,348076.98,Active,2024-10-27,2044-10-27
L000482,C04456,Personal,1448792,11.0,14954.26,445463.44,Active,2021-02-01,2041-02-01
L000483,C09629,Personal,280801,17.43,7043.72,133048.38,Active,2026-07-12,2031-07-12
L000484,C05331,Personal,1480035,16.05,36030.91,1189876.72,Active,2024-03-24,2029-03-24
L000485,C05165,Personal,1141053,17.65,18089.15,925563.51,Active,2023-08-03,2038-08-03
L000486,C01245,Personal,663639,16.0,16138.41,0.0,Closed,2025-09-30,2030-09-30
L000487,C01343,Home,4885255,8.79,100912.68,1062369.97,Active,2021-07-03,2026-07-03
L000488,C03802,Personal,1140496,13.91,15119.56,340378.92,Active,2022-04-20,2037-04-20
L000489,C01266,Personal,429902,12.41,9652.24,0.0,Closed,2022-12-14,2027-12-14
L000490,C02176,Personal,341872,12.21,7641.08,101177.04,Active,2026-01-21,2031-01-21
L000491,C05381,Education,1189362,9.09,15124.33,270889.68,Active,2026-05-05,2036-05-05
L000492,C05972,Education,2950218,9.26,30381.1,763816.35,Active,2025-02-13,2040-02-13
L000493,C05783,Home,3232241,7.73,30387.28,1385571.21,Active,2024-06-10,2039-06-10
L000494,C07261,Personal,568052,16.53,13974.4,0.0,Closed,2026-04-07,2031-04-07
L000495,C00794,Personal,1075373,17.0,16550.04,551490.01,Active,2021-05-07,2036-05-07
L000496,C08916,Personal,520837,12.69,6483.97,380310.6,Active,2024-06-03,2039-06-03
L000497,C09637,Personal,1134652,17.98,20430.14,587078.62,Active,2025-04-19,2035-04-19
L000498,C02741,Personal,415760,10.55,4164.84,216577.02,Active,2024-09-12,2044-09-12
L000499,C00427,Auto,340243,12.3,7620.2,0.0,Closed,2025-08-16,2030-08-16
L000500,C06879,Home,6659172,7.81,80127.13,1512767.15,Active,2026-08-02,2036-08-02
L000501,C04295,Home,2097157,9.63,44177.55,1547637.27,Active,2024-11-16,2029-11-16
L000502,C04140,Home,4964971,9.6,52145.47,1869164.72,Active,2025-03-03,2040-03-03
L000503,C01736,Personal,1159958,11.5,12370.14,582908.46,Active,2021-11-22,2041-11-22
L000504,C07337,Home,3692921,8.21,35740.63,0.0,Closed,2023-04-03,2038-04-03
L000505,C09455,Home,8092651,9.6,84994.46,5742795.13,Active,2026-03-02,2041-03-02
L000506,C03669,Home,4900953,7.91,99162.69,3846941.86,Active,2021-06-25,2026-06-25
L000507,C06800,Auto,2005037,8.98,20312.57,0.0,Closed,2020-07-24,2035-07-24
L000508,C01417,Home,4086272,8.89,84606.3,1367602.37,Active,2026-04-04,2031-04-04
L000509,C04117,Education,2730434,8.12,26282.95,1098152.76,Active,2023-08-30,2038-08-30
L000510,C02909,Home,2330984,9.04,23697.89,481409.65,Active,2024-12-05,2039-12-05
L000511,C04732,Personal,948071,16.91,16423.22,785633.12,Active,2025-07-16,2035-07-16
L000512,C02139,Personal,354705,10.59,4804.1,114721.74,Active,2026-05-12,2036-05-12
L000513,C03375,Home,1544060,9.25,15891.35,0.0,Closed,2022-11-24,2037-11-24
L000514,C04300,Home,1770415,8.09,14907.78,0.0,Closed,2023-10-08,2043-10-08
L000515,C07670,Personal,795310,11.42,8437.62,201299.16,Active,2026-03-27,2046-03-27
L000516,C01180,Personal,928372,14.22,11693.13,723234.24,Active,2026-07-24,2046-07-24
L000517,C00882,Home,3069937,8.32,26292.92,0.0,Closed,2025-05-04,2045-05-04
L000518,C08737,Personal,1398507,15.13,19698.0,394455.89,Active,2025-01-11,2040-01-11
L000519,C09735,Personal,283965,12.6,4173.17,127824.92,Active,2026-06-12,2036-06-12
L000520,C08420,Personal,622500,15.23,14884.49,0.0,Closed,2025-12-06,2030-12-06
L000521,C08338,Personal,853112,14.1,10670.64,430006.17,Active,2026-01-07,2046-01-07
L000522,C08824,Personal,667144,11.85,7942.58,586744.86,Active,2024-08-06,2039-08-06
L000523,C03874,Home,3856634,7.68,31494.63,1400769.89,Active,2025-07-31,2045-07-31
L000524,C05018,Auto,969514,8.9,12228.99,318582.68,Active,2025-01-01,2035-01-01
L000525,C03622,Home,1968995,9.79,25791.98,417692.27,Active,2024-01-09,2034-01-09
L000526,C07908,Personal,464300,11.82,5518.73,0.0,Closed,2024-11-03,2039-11-03
L000527,C05888,Personal,1340596,10.71,14993.94,0.0,Closed,2026-02-13,2041-02-13
L000528,C07607,Personal,1280924,17.61,19385.04,995419.19,Active,2023-10-21,2043-10-21
L000529,C04152,Home,1558896,8.2,19078.86,881411.81,Active,2019-04-04,2029-04-04
L000530,C06368,Personal,1387933,12.01,19920.83,1076728.01,Active,2026-06-15,2036-06-15
L000531,C06145,Auto,978614,8.74,12259.39,252426.73,Active,2026-08-02,2036-08-02
L000532,C07606,Home,7621835,10.38,83685.55,3326948.61,Active,2026-08-01,2041-08-01
L000533,C04783,Personal,805819,12.76,11917.94,0.0,Closed,2025-04-17,2035-04-17
L000534,C06676,Personal,1016179,16.44,14474.14,790646.33,Active,2025-01-29,2045-01-29
L000535,C06657,Home,1590906,10.17,17261.79,775940.36,Active,2026-05-22,2041-05-22
L000536,C08796,Home,2786909,9.7,29438.86,1086388.21,Active,2026-06-02,2041-06-02
L000537,C01855,Auto,1942495,11.9,43111.63,1315551.17,Active,2019-04-18,2024-04-18
L000538,C08455,Auto,1226501,11.06,26703.82,0.0,Closed,2024-08-24,2029-08-24
L000539,C08453,Personal,263172,12.28,3206.07,73760.75,Active,2025-04-03,2040-04-03
L000540,C00587,Home,7120573,9.42,74011.43,5086590.52,Active,2023-04-24,2038-04-24
L000541,C04247,Home,1784351,8.55,36651.71,1545777.52,Active,2026-07-23,2031-07-23
L000542,C05701,Personal,980076,17.77,14952.37,622251.43,Active,2024-03-16,2044-03-16
L000543,C02543,Auto,725422,11.82,10332.35,615450.51,Active,2025-05-31,2035-05-31
L000544,C07208,Auto,1536936,8.58,15206.98,0.0,Closed,2021-11-20,2036-11-20
L000545,C06109,Personal,456736,17.16,7984.33,236163.4,Active,2026-03-26,2036-03-26
