FD_ID,Customer_ID,Deposit_Amount,Interest_Rate,Duration_Months,Maturity_Amount,Start_Date,Maturity_Date,Status
FD001344,C08673,4457333,6.5,12,4747059.64,2024-06-20,2025-06-20,Active
FD001345,C09788,621905,7.2,60,880436.37,2025-10-04,2030-10-04,Active
FD001346,C02990,1188921,6.8,24,1356111.83,2026-05-02,2028-05-02,Active
FD001347,C03037,977771,7.2,60,1384238.99,2023-09-29,2028-09-29,Matured
FD001348,C04824,744296,6.5,12,792675.24,2026-07-27,2027-07-27,Active
FD001349,C05705,2041695,7.4,120,4169017.12,2023-06-17,2033-06-17,Matured
FD001350,C00970,2773362,5.5,6,2848608.66,2025-07-14,2026-01-14,Matured
FD001351,C03063,984631,6.5,12,1048632.01,2026-07-30,2027-07-30,Active
FD001352,C03485,701303,6.5,12,746887.69,2026-03-22,2027-03-22,Active
FD001353,C04270,723053,6.5,12,770051.44,2025-10-27,2026-10-27,Matured
FD001354,C08002,287762,6.5,12,306466.53,2019-11-04,2020-11-04,Active
FD001355,C03016,1236270,5.5,6,1269812.39,2025-03-12,2025-09-12,Active
FD001356,C09087,1622688,6.8,24,1850876.88,2024-08-19,2026-08-19,Active
FD001357,C03210,1070903,5.5,6,1099958.66,2026-02-14,2026-08-14,Closed
FD001358,C09164,857455,6.5,12,913189.57,2026-03-27,2027-03-27,Active
FD001359,C04695,251235,6.5,12,267565.27,2025-09-26,2026-09-26,Closed
FD001360,C01954,2306429,6.8,24,2630768.27,2025-10-01,2027-10-01,Active
FD001361,C04978,934081,7.0,36,1144289.39,2026-04-07,2029-04-07,Matured
FD001362,C01424,956966,7.0,36,1172324.5,2025-02-26,2028-02-26,Matured
FD001363,C05892,912263,6.8,24,1040549.07,2026-01-08,2028-01-08,Matured
FD001364,C06629,1604776,7.2,60,2271895.48,2023-01-19,2028-01-19,Active
FD001365,C00396,201247,7.0,36,246536.23,2024-12-26,2027-12-26,Active
FD001366,C02832,1976130,7.0,36,2420844.22,2026-06-04,2029-06-04,Active
FD001367,C04929,664449,5.5,6,682476.78,2026-02-13,2026-08-13,Matured
FD001368,C07838,4731549,5.5,6,4859925.05,2026-05-26,2026-11-26,Matured
FD001369,C05578,2219696,6.8,24,2531838.53,2022-11-24,2024-11-24,Active
FD001370,C07337,3442755,6.8,24,3926888.98,2025-07-10,2027-07-10,Active
FD001371,C03578,1462009,6.5,12,1557039.58,2023-07-08,2024-07-08,Active
FD001372,C00364,1560548,7.0,36,1911738.4,2024-12-15,2027-12-15,Matured
FD001373,C02751,1278109,5.5,6,1312786.56,2023-05-24,2023-11-24,Matured
FD001374,C03901,1550303,7.3,84,2538719.05,2021-07-06,2028-07-06,Active
FD001375,C03179,681978,7.0,36,835452.38,2020-02-05,2023-02-05,Active
FD001376,C07824,3721493,6.5,12,3963390.04,2021-04-07,2022-04-07,Matured
FD001377,C01961,114632,6.8,24,130752.01,2026-08-01,2028-08-01,Active
FD001378,C03376,336012,7.0,36,411629.15,2024-10-04,2027-10-04,Matured
FD001379,C01664,1194467,6.5,12,1272107.35,2025-12-04,2026-12-04,Active
FD001380,C03525,675069,7.0,36,826988.55,2022-04-10,2025-04-10,Closed
FD001381,C06563,1408829,6.5,12,1500402.89,2023-09-04,2024-09-04,Closed
FD001382,C05497,1210824,7.2,60,1714174.17,2024-04-19,2029-04-19,Active
FD001383,C01064,137604,5.5,6,141337.46,2024-11-19,2025-05-19,Active
FD001384,C09859,1176489,6.8,24,1341931.59,2026-02-19,2028-02-19,Active
FD001385,C08591,270256,7.0,36,331075.22,2024-08-31,2027-08-31,Closed
FD001386,C02980,771109,6.5,12,821231.08,2024-05-09,2025-05-09,Closed
FD001387,C00265,4349603,6.5,12,4632327.19,2025-05-01,2026-05-01,Active
FD001388,C03477,2170151,6.5,12,2311210.81,2022-10-17,2023-10-17,Active
FD001389,C03185,1239698,7.2,60,1755051.35,2024-11-20,2029-11-20,Closed
FD001390,C02138,1017343,7.0,36,1246288.92,2026-04-07,2029-04-07,Active
FD001391,C09823,2867252,5.5,6,2945046.08,2025-08-17,2026-02-17,Active
FD001392,C04438,1571670,6.8,24,1792684.52,2025-09-26,2027-09-26,Closed
FD001393,C03358,798973,6.5,12,850906.24,2022-10-17,2023-10-17,Matured
FD001394,C00873,889238,6.5,12,947038.47,2026-08-04,2027-08-04,Active
FD001395,C05194,861591,6.5,12,917594.41,2025-07-14,2026-07-14,Active
FD001396,C08718,691047,7.0,36,846562.29,2026-05-12,2029-05-12,Active
FD001397,C08300,2427591,6.5,12,2585384.42,2026-02-16,2027-02-16,Active
FD001398,C01111,499112,6.5,12,531554.28,2024-03-23,2025-03-23,Active
FD001399,C05334,514573,7.0,36,630374.05,2023-11-08,2026-11-08,Active
FD001400,C00844,1210479,7.2,60,1713685.75,2026-07-23,2031-07-23,Active
FD001401,C05619,1587155,6.5,12,1690320.07,2026-03-10,2027-03-10,Active
FD001402,C08629,983983,6.5,12,1047941.89,2024-06-29,2025-06-29,Active
FD001403,C09467,628469,6.5,12,669319.48,2022-07-24,2023-07-24,Active
FD001404,C09199,221911,7.2,60,314161.35,2024-05-16,2029-05-16,Closed
FD001405,C06893,343604,7.2,60,486443.2,2024-04-11,2029-04-11,Active
FD001406,C06008,691412,7.0,36,847009.43,2025-05-24,2028-05-24,Closed
FD001407,C02783,3613427,6.8,24,4121561.56,2024-05-16,2026-05-16,Active
FD001408,C09474,1270312,6.8,24,1448948.35,2024-02-29,2026-02-28,Matured
FD001409,C02176,1834765,7.3,84,3004543.53,2026-05-14,2033-05-14,Active
FD001410,C07722,1189737,7.2,60,1684321.12,2026-08-04,2031-08-04,Active
FD001411,C00845,2792689,7.2,60,3953634.35,2025-12-12,2030-12-12,Active
FD001412,C08381,518307,7.2,60,733771.77,2019-10-02,2024-10-02,Active
FD001413,C06547,660269,6.5,12,703186.48,2024-12-13,2025-12-13,Active
FD001414,C06420,239905,6.5,12,255498.82,2023-07-12,2024-07-12,Active
FD001415,C08619,1439737,6.5,12,1533319.91,2020-09-07,2021-09-07,Closed
FD001416,C07705,1337726,7.0,36,1638771.87,2026-07-31,2029-07-31,Matured
FD001417,C02343,638757,6.8,24,728581.56,2026-07-31,2028-07-31,Active
FD001418,C09334,4796379,7.0,36,5875770.52,2025-09-29,2028-09-29,Closed
FD001419,C01868,1063980,7.3,84,1742334.43,2024-10-04,2031-10-04,Active
FD001420,C09941,1072659,6.5,12,1142381.83,2023-04-25,2024-04-25,Active
FD001421,C06640,540772,5.5,6,555444.19,2026-04-10,2026-10-10,Active
FD001422,C05130,1565198,6.5,12,1666935.87,2026-06-03,2027-06-03,Closed
FD001423,C00359,1898748,5.5,6,1950264.7,2025-01-18,2025-07-18,Closed
FD001424,C07818,729626,6.5,12,777051.69,2024-01-09,2025-01-09,Closed
FD001425,C08972,1197122,7.2,60,1694776.13,2019-06-14,2024-06-14,Active
FD001426,C08326,2333169,6.8,24,2661268.56,2025-09-30,2027-09-30,Active
FD001427,C03050,843810,6.5,12,898657.65,2025-11-15,2026-11-15,Matured
FD001428,C08432,376474,6.8,24,429415.28,2025-04-11,2027-04-11,Active
FD001429,C08820,1001312,6.5,12,1066397.28,2025-12-04,2026-12-04,Active
FD001430,C02480,906934,7.2,60,1283954.43,2020-04-12,2025-04-12,Active
FD001431,C04484,1061058,7.2,60,1502149.13,2026-01-01,2031-01-01,Active
FD001432,C05634,974879,6.5,12,1038246.13,2025-04-22,2026-04-22,Active
FD001433,C04388,373331,6.8,24,425830.3,2026-04-29,2028-04-29,Active
FD001434,C08738,365076,6.5,12,388805.94,2022-09-24,2023-09-24,Active
FD001435,C02407,298156,7.0,36,365253.92,2025-12-11,2028-12-11,Active
FD001436,C07514,1435063,7.0,36,1758013.88,2026-01-24,2029-01-24,Active
FD001437,C08346,2058294,6.8,24,2347739.54,2025-11-22,2027-11-22,Active
FD001438,C05008,1407400,7.2,60,1992468.54,2026-07-17,2031-07-17,Active
FD001439,C09921,140480,6.5,12,149611.2,2021-03-13,2022-03-13,Active
FD001440,C08861,332536,7.0,36,407370.9,2026-08-04,2029-08-04,Active
FD001441,C00678,650067,6.5,12,692321.35,2026-05-06,2027-05-06,Active
FD001442,C02140,427566,6.8,24,487692.04,2020-05-11,2022-05-11,Active
FD001443,C03979,1231964,7.0,36,1509208.87,2025-08-07,2028-08-07,Closed
FD001444,C07137,813336,7.0,36,996371.57,2026-08-01,2029-08-01,Active
FD001445,C05545,229827,6.5,12,244765.75,2023-07-28,2024-07-28,Active
FD001446,C09820,1038625,7.2,60,1470390.54,2023-04-22,2028-04-22,Active
FD001447,C00357,911440,7.0,36,1116553.19,2026-01-26,2029-01-26,Matured
FD001448,C09959,431438,7.0,36,528530.1,2023-09-07,2026-09-07,Active
FD001449,C00208,401737,7.0,36,492145.1,2026-07-16,2029-07-16,Active
FD001450,C03445,1951991,6.8,24,2226487.78,2025-08-13,2027-08-13,Active
FD001451,C07897,843166,6.5,12,897971.79,2022-11-17,2023-11-17,Active
FD001452,C08631,898711,6.8,24,1025091.34,2026-04-29,2028-04-29,Closed
FD001453,C02528,930373,7.2,60,1317137.23,2020-01-23,2025-01-23,Active
FD001454,C07952,794162,6.8,24,905840.24,2026-03-08,2028-03-08,Active
FD001455,C08687,213731,7.2,60,302580.85,2020-01-28,2025-01-28,Active
FD001456,C09719,1035799,5.5,6,1063902.23,2025-11-27,2026-05-27,Matured
FD001457,C07546,2581156,6.8,24,2944128.48,2022-01-29,2024-01-29,Active
FD001458,C08137,2016572,7.2,60,2854878.69,2023-12-20,2028-12-20,Active
FD001459,C04989,4429224,6.8,24,5052079.2,2025-12-24,2027-12-24,Closed
FD001460,C05961,1513063,6.8,24,1725835.97,2024-12-20,2026-12-20,Active
FD001461,C00890,1061086,7.2,60,1502188.77,2021-10-31,2026-10-31,Active
FD001462,C05857,1285323,7.2,60,1819643.06,2025-11-12,2030-11-12,Closed
FD001463,C07448,869708,6.8,24,992009.82,2022-08-16,2024-08-16,Active
FD001464,C06898,537614,7.3,84,880376.87,2019-09-05,2026-09-05,Active
FD001465,C00568,906994,6.5,12,965948.61,2025-01-22,2026-01-22,Active
FD001466,C00946,109677,6.8,24,125100.22,2025-01-01,2027-01-01,Active
FD001467,C00315,65087,6.5,12,69317.65,2023-04-23,2024-04-23,Active
FD001468,C03471,712493,6.8,24,812686.62,2024-11-24,2026-11-24,Active
FD001469,C06523,943536,7.0,36,1155872.17,2022-07-06,2025-07-06,Active
FD001470,C09786,1174293,6.8,24,1339426.78,2026-07-30,2028-07-30,Active
FD001471,C01912,627892,7.4,120,1282117.31,2025-10-06,2035-10-06,Active
FD001472,C02270,477176,6.8,24,544278.4,2025-10-18,2027-10-18,Matured
FD001473,C05737,4097232,6.5,12,4363552.08,2025-12-07,2026-12-07,Active
FD001474,C02080,4108074,6.5,12,4375098.81,2026-07-31,2027-07-31,Active
FD001475,C03455,772167,7.2,60,1093163.6,2022-09-26,2027-09-26,Active
FD001476,C08969,339550,7.2,60,480703.92,2026-05-06,2031-05-06,Matured
FD001477,C07975,531865,6.8,24,606657.98,2026-04-10,2028-04-10,Matured
FD001478,C08136,389308,6.5,12,414613.02,2023-06-06,2024-06-06,Active
FD001479,C03249,1469511,7.2,60,2080399.63,2022-01-06,2027-01-06,Active
FD001480,C04244,2921271,7.0,36,3578682.59,2025-06-19,2028-06-19,Active
FD001481,C06060,1383529,5.5,6,1421066.81,2025-09-08,2026-03-08,Active
FD001482,C08891,354775,6.8,24,404664.88,2024-10-03,2026-10-03,Active
FD001483,C02774,234844,5.5,6,241215.77,2026-03-28,2026-09-28,Active
FD001484,C03269,217855,7.0,36,266881.74,2026-07-08,2029-07-08,Matured
FD001485,C06610,890213,7.0,36,1090549.2,2025-10-02,2028-10-02,Active
FD001486,C08141,170508,7.3,84,279217.62,2025-12-29,2032-12-29,Matured
FD001487,C00284,4197062,6.8,24,4787269.65,2023-08-22,2025-08-22,Active
FD001488,C04039,1427586,7.3,84,2337762.21,2025-06-06,2032-06-06,Active
FD001489,C09284,458413,5.5,6,470850.63,2025-08-02,2026-02-02,Active
FD001490,C09349,2213479,7.0,36,2711606.95,2026-02-27,2029-02-27,Active
FD001491,C04453,352502,6.5,12,375414.63,2021-03-04,2022-03-04,Matured
FD001492,C01354,710371,5.5,6,729644.74,2025-11-25,2026-05-25,Active
FD001493,C06828,3400692,6.5,12,3621736.98,2025-02-28,2026-02-28,Active
FD001494,C04320,470081,6.8,24,536185.67,2024-02-13,2026-02-13,Matured
FD001495,C06292,193900,7.3,84,317523.49,2020-09-22,2027-09-22,Active
FD001496,C08977,1572823,7.2,60,2226659.34,2025-10-12,2030-10-12,Closed
FD001497,C09625,2970034,6.5,12,3163086.21,2026-01-01,2027-01-01,Matured
FD001498,C09995,1948304,7.0,36,2386756.18,2024-05-22,2027-05-22,Active
FD001499,C04145,1999751,6.8,24,2280963.98,2026-04-03,2028-04-03,Active
FD001500,C00074,417074,6.8,24,475724.61,2021-04-13,2023-04-13,Active
FD001501,C02281,125902,6.8,24,143606.84,2026-01-06,2028-01-06,Active
FD001502,C01742,540771,7.2,60,765574.25,2026-06-29,2031-06-29,Closed
FD001503,C03705,2306130,7.2,60,3264808.5,2024-10-26,2029-10-26,Active
FD001504,C01411,777912,6.8,24,887305.1,2026-01-28,2028-01-28,Active
FD001505,C08884,2078490,7.2,60,2942536.55,2025-01-28,2030-01-28,Matured
FD001506,C00563,3899099,7.0,36,4776563.94,2026-07-29,2029-07-29,Closed
FD001507,C06332,164717,6.8,24,187880.16,2026-04-02,2028-04-02,Active
FD001508,C03804,852523,7.0,36,1044377.33,2024-10-31,2027-10-31,Closed
FD001509,C09677,1014396,7.2,60,1436089.33,2025-10-27,2030-10-27,Active
FD001510,C09157,790496,6.8,24,901658.71,2025-11-27,2027-11-27,Active
FD001511,C04084,1154568,6.5,12,1229614.92,2026-02-06,2027-02-06,Active
FD001512,C00924,2875693,7.0,36,3522847.58,2022-07-03,2025-07-03,Active
FD001513,C02615,1547246,6.8,24,1764825.92,2024-03-05,2026-03-05,Active
FD001514,C06666,614292,6.5,12,654220.98,2026-04-01,2027-04-01,Matured
FD001515,C00379,847620,6.8,24,966815.71,2026-05-04,2028-05-04,Active
FD001516,C02659,821153,6.5,12,874527.94,2024-07-19,2025-07-19,Active
FD001517,C02110,1011366,6.5,12,1077104.79,2026-03-13,2027-03-13,Active
FD001518,C06572,796643,6.5,12,848424.79,2025-05-26,2026-05-26,Active
FD001519,C07349,379200,7.0,36,464536.31,2025-10-01,2028-10-01,Matured
FD001520,C01307,2624576,5.5,6,2695785.81,2022-09-16,2023-03-16,Closed
FD001521,C00556,138632,7.2,60,196262.54,2026-02-11,2031-02-11,Active
FD001522,C09035,1372954,6.8,24,1566024.28,2024-07-07,2026-07-07,Closed
FD001523,C02212,2354627,6.8,24,2685744.07,2022-09-14,2024-09-14,Closed
FD001524,C07880,2193849,6.5,12,2336449.19,2025-12-18,2026-12-18,Active
FD001525,C04284,1259354,6.5,12,1341212.01,2022-04-27,2023-04-27,Active
FD001526,C01969,1824928,6.8,24,2081556.68,2023-07-25,2025-07-25,Active
FD001527,C01586,1103766,6.5,12,1175510.79,2026-08-03,2027-08-03,Closed
FD001528,C09607,416582,6.8,24,475163.43,2026-01-13,2028-01-13,Active
FD001529,C05870,1136754,6.8,24,1296608.89,2022-02-20,2024-02-20,Matured
FD001530,C00388,99576,7.0,36,121984.88,2025-12-23,2028-12-23,Active
FD001531,C02482,261283,6.5,12,278266.39,2022-05-18,2023-05-18,Active
FD001532,C02060,594631,6.5,12,633282.02,2024-01-05,2025-01-05,Active
FD001533,C08092,2309960,6.8,24,2634795.82,2025-08-31,2027-08-31,Active
FD001534,C01273,1584797,6.5,12,1687808.8,2024-06-16,2025-06-16,Active
FD001535,C05055,928901,7.0,36,1137943.67,2024-06-06,2027-06-06,Active
FD001536,C06424,1841651,6.8,24,2100631.33,2021-03-19,2023-03-19,Active
FD001537,C01053,325018,7.4,120,663667.01,2025-07-28,2035-07-28,Matured
FD001538,C05447,1757481,5.5,6,1805164.85,2023-11-11,2024-05-11,Active
FD001539,C02824,544519,6.8,24,621091.44,2024-12-17,2026-12-17,Closed
FD001540,C07646,255587,6.5,12,272200.15,2025-04-15,2026-04-15,Closed
FD001541,C01274,677250,6.8,24,772487.6,2026-01-22,2028-01-22,Active
FD001542,C00342,3585971,6.8,24,4090244.59,2026-02-04,2028-02-04,Closed
FD001543,C07385,2695146,6.8,24,3074148.21,2024-11-16,2026-11-16,Matured
FD001544,C03174,1696962,6.8,24,1935595.58,2022-10-14,2024-10-14,Active
FD001545,C05138,250107,6.5,12,266363.95,2025-06-19,2026-06-19,Matured
FD001546,C08499,553621,6.5,12,589606.36,2025-11-21,2026-11-21,Active
FD001547,C00506,251959,6.8,24,287390.48,2024-09-18,2026-09-18,Active
FD001548,C05324,806992,6.5,12,859446.48,2021-11-15,2022-11-15,Active
FD001549,C06053,590467,6.5,12,628847.35,2026-08-01,2027-08-01,Active
FD001550,C02236,786290,7.2,60,1113157.66,2024-11-18,2029-11-18,Closed
FD001551,C07217,258622,6.8,24,294990.46,2026-07-28,2028-07-28,Active
FD001552,C00803,2308373,6.5,12,2458417.24,2022-12-21,2023-12-21,Matured
FD001553,C00526,3028870,6.5,12,3225746.55,2026-06-30,2027-06-30,Active
FD001554,C01919,1674756,7.0,36,2051648.11,2025-11-20,2028-11-20,Closed
FD001555,C01002,1648327,7.0,36,2019271.45,2025-12-28,2028-12-28,Active
FD001556,C01855,657537,7.2,60,930880.91,2025-01-30,2030-01-30,Active
FD001557,C02205,757554,6.8,24,864084.27,2026-06-10,2028-06-10,Active
FD001558,C00352,898869,7.2,60,1272536.74,2026-05-13,2031-05-13,Active
FD001559,C09005,1408950,6.5,12,1500531.75,2024-04-10,2025-04-10,Active
FD001560,C09708,2494074,7.0,36,3055347.9,2024-05-16,2027-05-16,Active
FD001561,C09396,879329,6.5,12,936485.39,2026-07-28,2027-07-28,Active
FD001562,C06727,954718,7.3,84,1563411.0,2025-03-17,2032-03-17,Matured
FD001563,C01316,1142481,7.4,120,2332876.78,2021-08-22,2031-08-22,Active
FD001564,C06991,435637,7.2,60,616735.13,2021-02-11,2026-02-11,Active
FD001565,C00491,2018195,7.0,36,2472375.66,2025-07-28,2028-07-28,Closed
FD001566,C09509,721631,6.5,12,768537.02,2025-04-21,2026-04-21,Active
FD001567,C09489,150195,5.5,6,154270.08,2025-05-11,2025-11-11,Closed
FD001568,C08004,2350297,5.5,6,2414065.09,2023-05-24,2023-11-24,Matured
FD001569,C04324,4445486,7.2,60,6293513.58,2026-04-28,2031-04-28,Active
FD001570,C04785,325201,7.0,36,398385.21,2024-12-25,2027-12-25,Active
FD001571,C07763,867566,6.5,12,923957.79,2022-04-16,2023-04-16,Active
FD001572,C00215,645958,6.8,24,736795.2,2024-01-12,2026-01-12,Active
FD001573,C02170,765581,5.5,6,786352.69,2024-07-12,2025-01-12,Matured
FD001574,C02590,731996,7.2,60,1036293.17,2026-08-01,2031-08-01,Active
FD001575,C08859,1192588,6.8,24,1360294.49,2023-12-13,2025-12-13,Active
FD001576,C00411,1180968,6.5,12,1257730.92,2025-07-04,2026-07-04,Active
FD001577,C03261,1373402,7.0,36,1682476.51,2020-12-28,2023-12-28,Closed
FD001578,C01176,3698854,6.8,24,4219001.64,2023-10-08,2025-10-08,Active
FD001579,C08437,2647627,7.3,84,4335656.38,2025-11-28,2032-11-28,Active
FD001580,C05043,526322,7.2,60,745118.68,2026-02-27,2031-02-27,Active
FD001581,C07346,817103,6.8,24,932007.29,2025-05-18,2027-05-18,Active
FD001582,C09864,72137,5.5,6,74094.22,2024-12-08,2025-06-08,Matured
FD001583,C01480,1193371,6.5,12,1270940.11,2026-01-29,2027-01-29,Active
FD001584,C05557,84884,7.0,36,103986.55,2026-07-24,2029-07-24,Active
FD001585,C00866,2050964,6.5,12,2184276.66,2025-11-30,2026-11-30,Matured
FD001586,C08784,664303,6.8,24,757719.95,2024-01-02,2026-01-02,Matured
FD001587,C01031,2349368,6.5,12,2502076.92,2024-02-06,2025-02-06,Active
FD001588,C02981,1225567,6.8,24,1397911.13,2024-09-17,2026-09-17,Active
FD001589,C04194,867308,7.2,60,1227855.55,2026-03-30,2031-03-30,Active
FD001590,C03962,382229,6.8,24,435979.57,2026-03-28,2028-03-28,Active
FD001591,C00367,851676,7.2,60,1205725.19,2022-11-17,2027-11-17,Active
FD001592,C07171,2960530,7.0,36,3626776.55,2019-12-24,2022-12-24,Active
FD001593,C04311,2281135,7.2,60,3229422.86,2026-03-14,2031-03-14,Active
FD001594,C00754,337158,6.5,12,359073.27,2026-07-10,2027-07-10,Active
FD001595,C06704,2721321,6.8,24,3104004.04,2025-08-27,2027-08-27,Active
FD001596,C09819,1081790,6.5,12,1152106.35,2025-04-15,2026-04-15,Active
FD001597,C09515,154085,7.4,120,314632.21,2022-06-02,2032-06-02,Active
FD001598,C08223,907932,6.5,12,966947.58,2024-04-18,2025-04-18,Active
FD001599,C06739,3727705,7.0,36,4566598.92,2026-07-03,2029-07-03,Active
FD001600,C08888,1314026,5.5,6,1349678.06,2025-03-12,2025-09-12,Active
FD001601,C01217,931313,6.5,12,991848.34,2026-02-01,2027-02-01,Matured
FD001602,C08012,1607752,6.8,24,1833840.52,2019-10-29,2021-10-29,Matured
FD001603,C01319,742581,5.5,6,762728.66,2023-12-13,2024-06-13,Matured
FD001604,C06589,356368,5.5,6,366036.95,2024-07-17,2025-01-17,Matured
FD001605,C08992,648818,6.8,24,740057.38,2026-05-21,2028-05-21,Active
FD001606,C08803,574454,7.2,60,813259.57,2019-07-22,2024-07-22,Matured
FD001607,C03786,177885,7.4,120,363230.36,2025-10-14,2035-10-14,Matured
FD001608,C04097,856979,7.2,60,1213232.7,2025-10-22,2030-10-22,Active
FD001609,C02646,190552,6.5,12,202937.88,2022-04-04,2023-04-04,Matured
FD001610,C02261,444098,6.8,24,506548.84,2020-02-03,2022-02-03,Closed
FD001611,C04271,2033174,6.5,12,2165330.31,2026-05-31,2027-05-31,Closed
FD001612,C04203,2760050,6.5,12,2939453.25,2023-08-08,2024-08-08,Matured
FD001613,C00571,1611800,7.3,84,2639424.27,2022-06-10,2029-06-10,Active
FD001614,C04262,581235,6.8,24,662970.59,2026-07-03,2028-07-03,Active
FD001615,C02649,1561738,7.2,60,2210966.21,2025-07-20,2030-07-20,Closed
FD001616,C03446,506735,7.4,120,1034722.08,2024-12-29,2034-12-29,Active
FD001617,C08906,1871005,6.5,12,1992620.32,2025-11-22,2026-11-22,Active
FD001618,C00218,2366095,6.8,24,2698824.74,2026-07-05,2028-07-05,Active
FD001619,C01788,559795,5.5,6,574983.32,2023-05-03,2023-11-03,Active
FD001620,C06393,1498610,6.8,24,1709350.53,2022-12-17,2024-12-17,Active
FD001621,C05018,3165517,7.2,60,4481450.22,2026-02-18,2031-02-18,Active
FD001622,C02071,1098406,5.5,6,1128207.87,2023-08-28,2024-02-28,Active
FD001623,C07274,553755,5.5,6,568779.44,2022-11-28,2023-05-28,Active
FD001624,C10000,2991583,6.8,24,3412271.37,2026-05-10,2028-05-10,Active
FD001625,C08050,1073080,6.5,12,1142830.2,2024-09-15,2025-09-15,Closed
FD001626,C06998,1401920,7.2,60,1984710.46,2020-05-12,2025-05-12,Matured
FD001627,C07117,1890120,7.0,36,2315478.28,2021-02-07,2024-02-07,Active
FD001628,C07463,842238,6.5,12,896983.47,2026-07-02,2027-07-02,Active
FD001629,C09029,215626,6.8,24,245948.19,2019-10-11,2021-10-11,Active
FD001630,C03057,668061,6.8,24,762006.41,2026-06-23,2028-06-23,Active
FD001631,C05794,1615538,6.8,24,1842721.42,2026-07-05,2028-07-05,Active
FD001632,C06850,2014589,6.5,12,2145537.28,2024-09-24,2025-09-24,Matured
FD001633,C04936,1212913,6.5,12,1291752.34,2026-01-13,2027-01-13,Active
FD001634,C04371,992426,6.5,12,1056933.69,2024-10-06,2025-10-06,Active
FD001635,C04180,1589782,6.8,24,1813343.5,2023-03-01,2025-03-01,Matured
FD001636,C00589,2172140,6.5,12,2313329.1,2025-10-25,2026-10-25,Active
FD001637,C01128,207033,7.0,36,253624.33,2025-11-16,2028-11-16,Active
FD001638,C08342,1350648,6.5,12,1438440.12,2023-07-22,2024-07-22,Matured
FD001639,C06626,4571094,7.2,60,6471337.93,2023-01-31,2028-01-31,Active
FD001640,C08639,2915649,6.8,24,3325659.22,2024-12-26,2026-12-26,Active
FD001641,C05682,2425058,6.5,12,2582686.77,2026-01-29,2027-01-29,Active
FD001642,C08630,513320,5.5,6,527247.36,2024-11-03,2025-05-03,Matured
FD001643,C05995,417230,7.2,60,590676.18,2025-08-29,2030-08-29,Active
FD001644,C06136,312343,6.5,12,332645.29,2025-12-07,2026-12-07,Active
FD001645,C02397,878405,5.5,6,902237.82,2024-09-02,2025-03-02,Active
FD001646,C06770,1679901,7.0,36,2057950.96,2021-09-22,2024-09-22,Active
FD001647,C07025,2991524,6.8,24,3412204.07,2022-10-28,2024-10-28,Active
FD001648,C03736,975778,7.0,36,1195370.01,2026-05-02,2029-05-02,Active
FD001649,C04463,487755,7.0,36,597520.85,2026-05-29,2029-05-29,Closed
FD001650,C09368,1794993,5.5,6,1843694.62,2024-04-05,2024-10-05,Matured
FD001651,C06061,177297,6.5,12,188821.3,2025-12-11,2026-12-11,Matured
FD001652,C05354,922317,7.2,60,1305732.28,2023-12-27,2028-12-27,Matured
FD001653,C04816,294528,7.2,60,416965.88,2024-11-18,2029-11-18,Active
FD001654,C01475,135255,7.0,36,165693.19,2024-11-09,2027-11-09,Matured
FD001655,C03007,376884,7.3,84,617171.35,2025-08-16,2032-08-16,Closed
FD001656,C07622,151836,6.5,12,161705.34,2023-12-02,2024-12-02,Active
FD001657,C04621,454048,6.5,12,483561.12,2024-03-14,2025-03-14,Active
FD001658,C07471,571693,6.8,24,652086.76,2025-12-28,2027-12-28,Closed
FD001659,C00579,1221098,7.0,36,1495897.56,2024-06-22,2027-06-22,Active
FD001660,C01638,935117,7.2,60,1323853.35,2020-04-05,2025-04-05,Active
FD001661,C00322,3898027,7.0,36,4775250.69,2022-05-27,2025-05-27,Active
FD001662,C03474,486637,6.5,12,518268.4,2025-08-10,2026-08-10,Active
FD001663,C06201,1734252,6.8,24,1978129.45,2023-03-13,2025-03-13,Matured
FD001664,C03463,2289340,7.4,120,4674693.16,2023-03-19,2033-03-19,Active
FD001665,C06902,788877,7.3,84,1291835.9,2025-09-15,2032-09-15,Active
FD001666,C07831,1411698,7.2,60,1998553.26,2023-06-18,2028-06-18,Active
FD001667,C09063,2706004,6.8,24,3086533.11,2022-07-07,2024-07-07,Matured
FD001668,C00139,1325935,6.5,12,1412120.77,2021-07-03,2022-07-03,Active
FD001669,C00787,836564,7.2,60,1184331.0,2019-06-06,2024-06-06,Closed
FD001670,C07285,582863,6.5,12,620749.09,2026-03-10,2027-03-10,Active
FD001671,C04820,882759,5.5,6,906709.95,2025-01-05,2025-07-05,Active
FD001672,C07825,1243204,6.8,24,1418028.32,2023-04-27,2025-04-27,Active
FD001673,C00177,983572,6.5,12,1047504.18,2025-01-05,2026-01-05,Active
FD001674,C09117,1911320,6.5,12,2035555.8,2022-01-06,2023-01-06,Active
FD001675,C03000,2364896,7.3,84,3872666.52,2022-06-16,2029-06-16,Active
FD001676,C03242,4837111,7.3,84,7921074.67,2025-02-16,2032-02-16,Active
FD001677,C07899,129138,6.8,24,147297.9,2024-09-17,2026-09-17,Active
FD001678,C05464,1161440,6.5,12,1236933.6,2026-07-15,2027-07-15,Active
FD001679,C06333,2004496,6.5,12,2134788.24,2025-09-02,2026-09-02,Active
